Price,location.latitude,location.longitude,distance_to_any_train,bedrooms_model,bathrooms_model,analyticsProperty.imageCount,analyticsProperty.added,floorplan_count,property_age
299950.0,51.488423,-0.059882,0.2,1.0,1.0,8,20220525,4.0,
230000.0,51.37219,-0.17023,0.3,1.0,1.0,11,20220505,1.0,37.0
415000.0,51.36601,-0.09633,0.2,2.0,2.0,11,20220505,4.0,10.0
375000.0,51.42012,-0.14142,0.2,3.0,1.0,9,20220314,4.0,37.0
156250.0,51.50942,0.0056,0.3,2.0,2.0,16,20210204,4.0,37.0
425000.0,51.31368,-0.13783,0.1,2.0,1.0,17,20220525,4.0,37.0
274950.0,51.44015,-0.41529,0.6,2.0,1.0,8,20220222,4.0,37.0
425000.0,51.332901,-0.120898,0.1,3.0,1.0,13,20220623,4.0,37.0
,51.588184,0.000507,0.2,,,1,20220309,1.0,1.0
450000.0,51.53642,0.194738,0.9,3.0,1.0,20,20220407,4.0,37.0
400000.0,51.395471,-0.224056,0.7,2.0,1.0,14,20220606,4.0,
250000.0,51.5422,0.01842,0.6,2.0,1.0,7,20220628,1.0,
350000.0,51.43736,-0.24652,1.8,2.0,1.0,11,20211029,4.0,37.0
525000.0,51.58965,0.08257,0.4,3.0,1.0,21,20220530,8.0,37.0
425000.0,51.428043,-0.140435,0.4,4.0,1.0,12,20220530,4.0,37.0
205000.0,51.482647,-0.046992,0.5,,1.0,12,20211209,4.0,37.0
450000.0,51.408043,-0.181201,0.3,3.0,1.0,17,20220704,4.0,37.0
320000.0,51.377604,-0.158749,0.2,2.0,1.0,11,20220428,4.0,5.0
500000.0,51.56361,-0.399391,0.5,2.0,1.0,10,20220307,4.0,37.0
325000.0,51.53138,-0.20033,0.3,1.0,1.0,5,20220125,4.0,37.0
325000.0,51.498178,-0.02015,0.2,,1.0,10,20220311,4.0,13.0
525000.0,51.551383,-0.336613,0.4,3.0,1.0,15,20220127,4.0,37.0
425000.0,51.440099,-0.197668,0.4,1.0,1.0,10,20220701,4.0,
350000.0,51.3822,-0.302404,0.7,1.0,1.0,6,20210922,4.0,37.0
285000.0,51.432662,-0.118334,0.5,1.0,1.0,13,20220107,4.0,37.0
375000.0,51.473991,-0.1734,0.4,1.0,1.0,9,20220615,4.0,37.0
449500.0,51.428146,-0.172108,0.2,2.0,1.0,6,20211001,4.0,37.0
340000.0,51.53187,0.03874,0.3,1.0,1.0,17,20210129,4.0,
499000.0,51.494309,0.067949,0.2,1.0,1.0,7,20220512,1.0,7.0
407000.0,51.56203,-0.01589,0.6,1.0,,9,20220310,4.0,16.0
125000.0,51.418103,-0.238641,0.7,1.0,1.0,7,20211214,4.0,10.0
350000.0,51.39867,-0.26161,0.4,2.0,1.0,9,20220428,4.0,37.0
300000.0,51.47552,-0.15314,0.3,,1.0,6,20220315,4.0,15.0
599950.0,51.538754,-0.480193,0.5,4.0,3.0,18,20220209,1.0,
570000.0,51.46229,-0.302678,0.1,2.0,2.0,10,20220401,4.0,
265000.0,51.48914,-0.29231,0.2,2.0,1.0,11,20220504,4.0,37.0
425000.0,51.333508,-0.114289,0.3,2.0,1.0,11,20210719,4.0,37.0
500000.0,51.461494,-0.07021,0.4,2.0,1.0,17,20220303,4.0,
575000.0,51.506896,-0.043919,0.4,2.0,2.0,19,20220712,4.0,
220000.0,51.48134,-0.04821,0.5,,,10,20220317,4.0,26.0
490000.0,51.527208,-0.016092,0.2,,,19,20210205,1.0,37.0
450000.0,51.449371,-0.324415,0.3,2.0,1.0,7,20220303,4.0,
425000.0,51.449317,-0.005153,0.3,2.0,2.0,16,20220521,4.0,
475000.0,51.520874,0.011021,0.3,3.0,1.0,12,20220629,4.0,
495000.0,51.446946,-0.367009,0.4,3.0,1.0,10,20220422,4.0,
425000.0,51.4719,-0.12362,0.1,3.0,1.0,10,20220423,4.0,37.0
450000.0,51.600845,0.238014,0.6,4.0,2.0,19,20211023,4.0,37.0
250000.0,51.470502,-0.158557,0.6,,1.0,3,20200617,9.0,37.0
600000.0,51.462198,-0.183147,0.2,2.0,,7,20220511,4.0,38.0
350000.0,51.42892,0.00639,0.7,2.0,1.0,12,20220413,4.0,
525000.0,51.518339,-0.038864,0.4,3.0,2.0,20,20220412,4.0,9.0
525000.0,51.32476,-0.10834,0.3,3.0,1.0,14,20220412,4.0,37.0
250000.0,51.488647,-0.034156,0.7,1.0,1.0,11,20220312,4.0,
215000.0,51.47013,-0.36544,0.1,3.0,1.0,5,20220315,4.0,37.0
290000.0,51.54597,0.07067,0.7,2.0,1.0,15,20220704,4.0,27.0
450000.0,51.41391,-0.073257,0.3,2.0,1.0,11,20220424,4.0,37.0
427500.0,51.51011,-0.32496,0.3,1.0,1.0,12,20210913,4.0,37.0
350000.0,51.542096,0.006461,0.3,1.0,1.0,13,20210703,4.0,
600000.0,51.587019,-0.028343,0.4,3.0,2.0,15,20220514,4.0,37.0
475000.0,51.385394,-0.08481,0.5,3.0,1.0,8,20220606,4.0,37.0
350000.0,51.530258,-0.027676,0.3,1.0,1.0,6,20220704,4.0,17.0
305000.0,51.49507,-0.06087,0.2,1.0,,7,20220411,4.0,
595000.0,51.535576,-0.423421,1.7,3.0,,16,20220510,4.0,
315000.0,51.447718,-0.066444,0.8,1.0,1.0,16,20211228,4.0,
375000.0,51.473572,-0.08637,0.4,2.0,1.0,4,20220620,9.0,
210000.0,51.449272,0.012994,0.0,1.0,1.0,5,20220428,4.0,37.0
330000.0,51.55537,-0.00293,0.1,1.0,1.0,8,20220616,1.0,37.0
450000.0,51.489075,-0.0861,0.8,1.0,,11,20220713,4.0,
400000.0,51.385792,-0.079976,0.4,2.0,1.0,9,20220707,4.0,37.0
550000.0,51.557619,-0.438719,0.3,3.0,1.0,12,20220324,1.0,
500000.0,51.501778,-0.022136,0.1,1.0,1.0,7,20211101,4.0,38.0
550000.0,51.32106,-0.068588,1.0,3.0,,17,20220607,4.0,37.0
425000.0,51.36128,-0.0895,0.2,3.0,2.0,13,20220621,4.0,37.0
400000.0,51.579304,-0.001773,0.5,1.0,1.0,9,20220627,4.0,37.0
500000.0,51.643487,-0.067952,0.1,3.0,1.0,18,20220523,4.0,37.0
590000.0,51.47575,-0.11684,0.3,2.0,2.0,12,20220609,4.0,
525000.0,51.501205,-0.479333,0.7,3.0,1.0,12,20211112,4.0,37.0
465000.0,51.543647,-0.439374,0.8,2.0,1.0,16,20220606,4.0,37.0
450000.0,51.518787,-0.289079,0.1,1.0,1.0,7,20220614,4.0,37.0
275000.0,51.465885,-0.035785,0.1,1.0,1.0,10,20211011,4.0,37.0
400000.0,51.426697,0.012202,0.5,3.0,1.0,10,20220403,4.0,
449950.0,51.47343,-0.17482,0.4,1.0,1.0,7,20220415,4.0,37.0
369950.0,51.41692,-0.17276,0.3,2.0,1.0,8,20220329,4.0,
375000.0,51.480525,-0.338275,0.4,2.0,2.0,9,20220107,4.0,13.0
359800.0,51.532909,0.037245,0.2,1.0,1.0,13,20220628,4.0,
450000.0,51.517192,-0.213543,0.1,1.0,1.0,5,20220303,9.0,37.0
270000.0,51.380779,-0.301203,0.8,1.0,1.0,5,20220412,4.0,37.0
535000.0,51.46062,-0.12077,0.3,2.0,2.0,10,20220505,4.0,
600000.0,51.559307,-0.438348,0.2,3.0,1.0,15,20220620,4.0,
275000.0,51.44973,-0.14871,0.2,,1.0,5,20220517,4.0,37.0
210000.0,,,0.8,,,29,20220317,,38.0
315000.0,51.470249,-0.358387,0.3,1.0,1.0,6,20220310,4.0,10.0
380000.0,51.465469,-0.17866,0.4,2.0,1.0,11,20210504,4.0,37.0
400000.0,51.495543,-0.197515,0.3,,,7,20220210,4.0,37.0
400000.0,51.510743,-0.031972,0.2,2.0,1.0,13,20220329,9.0,37.0
275000.0,51.42549,-0.15717,0.4,1.0,1.0,9,20210716,4.0,37.0
275000.0,51.416075,-0.301639,0.2,1.0,1.0,10,20220618,4.0,37.0
530000.0,51.50753,-0.270395,0.3,2.0,2.0,15,20220608,5.0,1.0
625000.0,51.559817,-0.197758,0.6,3.0,1.0,11,20210610,4.0,37.0
600000.0,51.475669,-0.154771,0.3,1.0,1.0,9,20211209,4.0,37.0
400000.0,51.4797,-0.08859,0.8,1.0,1.0,21,20220618,4.0,
375000.0,51.40873,-0.15453,0.1,3.0,1.0,12,20220526,4.0,
414950.0,51.434276,-0.384687,1.4,3.0,1.0,10,20220422,4.0,37.0
600000.0,51.459558,-0.171727,0.3,2.0,1.0,16,20220516,4.0,37.0
425000.0,51.39734,-0.07305,0.1,2.0,1.0,8,20220608,8.0,37.0
440000.0,51.471614,-0.164012,0.6,1.0,1.0,15,20211013,4.0,37.0
565000.0,51.460842,-0.114065,0.1,3.0,1.0,12,20220623,4.0,
399950.0,51.443851,-0.382435,1.1,2.0,2.0,11,20220628,4.0,37.0
325000.0,51.491417,-0.022949,0.4,1.0,1.0,11,20220614,1.0,37.0
425000.0,51.423381,0.008472,0.8,3.0,1.0,14,20220624,4.0,
500000.0,51.457424,-0.073171,0.4,1.0,1.0,14,20220526,4.0,
275000.0,51.636748,-0.014092,1.0,2.0,1.0,17,20220329,4.0,24.0
500000.0,51.40607,-0.229145,0.2,2.0,1.0,13,20220330,4.0,
450000.0,51.386469,-0.166686,0.6,3.0,1.0,14,20220524,4.0,37.0
600000.0,51.487606,0.013918,0.3,3.0,1.0,12,20220426,8.0,24.0
350000.0,51.51642,0.009091,0.2,1.0,1.0,9,20210818,4.0,
440000.0,51.473263,-0.019049,0.2,1.0,1.0,10,20210409,1.0,37.0
450000.0,51.537635,0.200737,0.8,3.0,2.0,20,20220412,8.0,37.0
550000.0,51.47493,-0.06086,0.2,3.0,1.0,15,20220706,4.0,
290000.0,51.39884,-0.2974,0.5,1.0,1.0,8,20220304,4.0,37.0
365000.0,51.511552,0.012192,0.2,1.0,1.0,9,20220222,1.0,
375000.0,51.552615,0.065547,0.4,2.0,1.0,12,20220530,4.0,
359995.0,51.42121,-0.081558,0.3,1.0,1.0,6,20220505,4.0,
350000.0,51.39967,-0.19659,0.2,2.0,1.0,8,20220711,4.0,
300000.0,51.576756,0.068879,0.1,2.0,2.0,11,20220421,4.0,15.0
525000.0,51.60158,0.16316,2.0,4.0,,23,20220112,4.0,37.0
289995.0,51.425289,-0.105746,0.5,2.0,1.0,13,20220120,4.0,37.0
300000.0,51.456932,-0.211258,0.1,1.0,1.0,8,20220119,4.0,37.0
239995.0,51.56605,0.12425,0.2,1.0,1.0,9,20220307,1.0,37.0
524000.0,51.521598,-0.447676,1.3,3.0,1.0,8,20220208,4.0,37.0
450000.0,51.424623,-0.358651,0.7,2.0,2.0,14,20220511,9.0,
600000.0,51.59547,-0.24024,0.4,2.0,2.0,5,20220523,4.0,1.0
275000.0,51.443089,-0.101666,0.3,1.0,1.0,10,20220304,4.0,15.0
600000.0,51.348064,-0.140157,0.9,3.0,1.0,20,20220216,8.0,37.0
400000.0,51.45065,-0.01281,0.5,3.0,1.0,11,20210423,4.0,
400000.0,51.425032,-0.086968,0.1,2.0,1.0,7,20220412,4.0,37.0
500000.0,51.515814,0.034987,0.4,4.0,1.0,9,20210615,9.0,
319950.0,51.388999,-0.292203,0.6,1.0,1.0,13,20220415,4.0,37.0
620000.0,51.59547,-0.24024,0.4,2.0,2.0,7,20220523,4.0,1.0
325000.0,51.4594,-0.03042,0.4,1.0,1.0,7,20220506,4.0,
300000.0,51.50678,-0.004629,0.1,,,11,20220210,4.0,15.0
599950.0,51.500181,-0.195948,0.1,1.0,1.0,13,20220228,4.0,37.0
500000.0,51.54018,0.10271,0.1,3.0,1.0,11,20211207,1.0,37.0
425000.0,51.508694,-0.195096,0.1,1.0,1.0,5,20201127,4.0,37.0
565000.0,51.527899,-0.174885,0.5,1.0,1.0,17,20220413,4.0,37.0
585000.0,51.419224,-0.135568,0.0,2.0,1.0,11,20220329,4.0,
300000.0,51.419,-0.12737,0.4,1.0,1.0,10,20220614,4.0,37.0
575000.0,,,0.5,,,16,20220330,,
425000.0,51.480152,0.077739,0.7,2.0,1.0,13,20220617,4.0,37.0
599999.0,51.528375,-0.166251,0.4,1.0,,8,20220210,4.0,37.0
379000.0,51.52301,-0.261056,0.3,2.0,2.0,6,20211019,4.0,16.0
475000.0,51.482694,-0.016331,0.2,2.0,1.0,10,20220307,4.0,8.0
565000.0,51.589241,-0.480088,1.0,3.0,1.0,11,20220525,4.0,
410000.0,51.594154,-0.005501,0.6,2.0,1.0,20,20220301,4.0,37.0
250000.0,51.434173,-0.185326,0.6,1.0,1.0,7,20220523,4.0,37.0
585000.0,51.611671,-0.121708,0.3,2.0,1.0,19,20220513,4.0,37.0
275000.0,51.46212,-0.0696,0.5,1.0,1.0,8,20220131,4.0,
275000.0,51.39916,-0.18123,0.2,2.0,1.0,8,20220512,4.0,37.0
495000.0,51.515675,-0.270309,0.2,3.0,1.0,7,20211115,4.0,37.0
450000.0,51.504943,-0.059106,0.1,1.0,1.0,12,20220630,4.0,37.0
360000.0,51.425704,-0.123915,0.3,1.0,1.0,8,20220622,4.0,
310000.0,51.475008,-0.091552,0.5,1.0,1.0,13,20220318,4.0,
450000.0,51.45875,-0.13913,0.2,3.0,1.0,19,20220521,4.0,37.0
285000.0,51.424903,-0.126315,0.2,1.0,1.0,5,20220425,4.0,
450000.0,51.500664,0.038,0.2,2.0,2.0,9,20220420,9.0,
325000.0,51.456103,-0.321087,0.1,,1.0,10,20220121,4.0,
545000.0,51.415053,-0.201051,0.1,2.0,1.0,5,20220408,4.0,
375000.0,51.42396,-0.13997,0.4,1.0,1.0,8,20220624,4.0,37.0
399000.0,51.50651,-0.31846,0.5,1.0,1.0,12,20211001,4.0,37.0
425000.0,51.559003,0.220237,0.4,2.0,2.0,6,20201028,4.0,10.0
285000.0,51.467673,-0.367871,0.3,1.0,1.0,6,20200724,9.0,5.0
250000.0,51.4563,-0.24229,0.7,1.0,1.0,11,20220510,4.0,37.0
475000.0,51.534844,0.054149,0.3,3.0,2.0,17,20220415,1.0,
550000.0,51.31644,-0.06504,0.8,3.0,1.0,11,20220609,8.0,38.0
415000.0,51.512741,0.005749,0.1,1.0,1.0,16,20220519,4.0,
275000.0,51.44656,-0.41089,0.1,,,9,20220701,4.0,17.0
400000.0,51.446364,-0.071685,0.9,1.0,1.0,9,20220223,4.0,
300000.0,51.37658,-0.20147,0.2,2.0,1.0,8,20220318,1.0,37.0
380000.0,51.423153,-0.326547,0.3,1.0,1.0,10,20220511,4.0,
550000.0,51.480785,-0.121493,0.3,2.0,1.0,9,20220330,9.0,
550000.0,51.569334,-0.022209,0.6,3.0,1.0,14,20210821,4.0,37.0
450000.0,51.60773,0.17616,2.2,3.0,1.0,15,20220324,4.0,37.0
215000.0,51.481023,-0.046492,0.5,,1.0,6,20220607,4.0,27.0
500000.0,51.493797,-0.203226,0.3,1.0,1.0,7,20220423,4.0,37.0
500000.0,51.373201,-0.171368,0.4,4.0,2.0,28,20220314,8.0,37.0
235000.0,51.566768,-0.017661,0.5,1.0,1.0,5,20210610,1.0,37.0
500000.0,51.511115,-0.417258,0.6,3.0,1.0,14,20220530,4.0,37.0
450000.0,51.401006,-0.291672,0.5,3.0,1.0,8,20220620,4.0,37.0
275000.0,51.467552,-0.360248,0.4,1.0,1.0,10,20211201,9.0,27.0
295000.0,51.418383,-0.281831,0.4,2.0,1.0,8,20211123,4.0,37.0
400000.0,51.356141,-0.105282,0.7,3.0,1.0,11,20220211,4.0,26.0
349000.0,51.516052,-0.179246,0.1,,,15,20220512,4.0,37.0
425000.0,51.47038,-0.05227,0.2,1.0,1.0,9,20211230,4.0,
507500.0,51.506483,-0.379236,0.1,2.0,1.0,31,20220525,4.0,1.0
380000.0,51.504664,-0.263879,0.3,2.0,1.0,15,20220216,4.0,37.0
375000.0,51.400917,-0.082302,0.4,2.0,1.0,13,20210924,4.0,37.0
500000.0,51.543216,0.192107,0.5,3.0,1.0,11,20220524,4.0,37.0
550000.0,51.416121,-0.128122,0.4,2.0,1.0,11,20220513,4.0,
525000.0,51.56628,0.10447,0.3,3.0,1.0,6,20220402,8.0,37.0
550000.0,51.587444,-0.479694,0.9,3.0,2.0,12,20211018,4.0,
370000.0,51.400753,-0.307178,0.6,1.0,1.0,12,20220516,4.0,37.0
575000.0,51.527234,-0.398449,1.7,5.0,2.0,12,20210524,4.0,
525000.0,51.40002,-0.07754,0.2,3.0,1.0,16,20220412,4.0,37.0
325000.0,51.4763,-0.25736,0.4,1.0,1.0,7,20210510,4.0,37.0
449950.0,51.472496,-0.148504,0.2,2.0,1.0,7,20220702,4.0,37.0
350000.0,51.54703,0.060911,0.7,2.0,1.0,10,20211122,9.0,
339950.0,51.41757,-0.314837,0.3,1.0,1.0,8,20220407,4.0,
350000.0,51.586803,0.071416,0.7,3.0,1.0,11,20220330,1.0,37.0
550000.0,51.483558,-0.252618,0.7,2.0,2.0,9,20220311,9.0,23.0
525000.0,51.582956,0.06721,0.4,3.0,1.0,8,20220428,4.0,37.0
550000.0,51.41779,-0.126454,0.4,3.0,2.0,14,20220413,4.0,
425000.0,51.46467,-0.07698,0.3,1.0,1.0,8,20220224,4.0,
375000.0,51.43799,-0.1571,0.2,1.0,1.0,9,20220505,4.0,18.0
425000.0,51.43028,-0.110436,0.3,1.0,1.0,10,20220526,4.0,37.0
465000.0,51.498028,-0.021324,0.2,2.0,1.0,11,20220314,4.0,18.0
575000.0,51.500578,-0.072591,0.4,1.0,1.0,12,20220629,4.0,
220000.0,51.44694,-0.41865,0.4,1.0,1.0,9,20210902,4.0,27.0
500000.0,51.554458,0.082584,0.6,3.0,1.0,13,20220308,4.0,37.0
430000.0,51.36497,-0.19724,0.4,2.0,1.0,15,20220407,4.0,37.0
400000.0,51.39862,-0.29842,0.5,2.0,1.0,9,20220504,4.0,37.0
475000.0,51.54251,-0.02611,0.1,1.0,1.0,13,20220701,4.0,38.0
325000.0,51.567939,0.016139,0.3,1.0,1.0,12,20220504,4.0,37.0
330000.0,51.49709,-0.01496,0.1,,1.0,6,20201202,4.0,13.0
375000.0,51.44651,-0.14985,0.3,1.0,1.0,6,20220422,4.0,37.0
525000.0,51.477921,-0.285324,0.1,1.0,1.0,7,20220601,4.0,
280000.0,51.54551,0.00259,0.1,1.0,1.0,9,20220303,4.0,
270000.0,51.399152,-0.18155,0.2,2.0,,12,20220125,4.0,
550000.0,51.4945,-0.201119,0.4,1.0,1.0,5,20210723,4.0,37.0
580000.0,51.543142,0.03134,0.5,5.0,3.0,15,20211108,4.0,
250000.0,51.59964,0.01477,0.8,1.0,1.0,8,20210722,4.0,37.0
500000.0,51.55463,0.228557,0.4,3.0,1.0,17,20220620,4.0,38.0
375000.0,51.504646,0.027065,0.2,2.0,1.0,18,20220513,4.0,
450000.0,51.3967,-0.11117,0.5,3.0,1.0,12,20220407,4.0,37.0
575000.0,51.514432,0.011456,0.2,2.0,2.0,7,20210421,4.0,
500000.0,51.64163,-0.05461,0.5,3.0,1.0,15,20220124,4.0,37.0
550000.0,51.495457,-0.099255,0.1,2.0,2.0,11,20210828,4.0,
425000.0,51.491638,-0.120421,0.4,1.0,1.0,12,20220621,4.0,14.0
550000.0,51.400062,-0.197021,0.2,2.0,1.0,15,20220715,4.0,
420000.0,51.585929,-0.024827,0.3,3.0,2.0,9,20220330,9.0,37.0
499950.0,51.454372,-0.332706,0.3,2.0,1.0,7,20220303,4.0,
355000.0,51.55144,-0.378026,0.5,2.0,,10,20220221,4.0,37.0
450000.0,51.523602,-0.012285,0.1,2.0,2.0,14,20220512,4.0,11.0
360000.0,51.549188,0.05388,0.4,2.0,1.0,19,20220629,4.0,
250000.0,51.501822,0.053406,0.2,1.0,1.0,12,20220620,4.0,
220000.0,51.362279,-0.168449,0.3,1.0,,14,20220316,4.0,37.0
550000.0,51.533691,-0.451734,1.4,3.0,1.0,12,20220503,4.0,
275000.0,51.43,-0.02,0.2,3.0,1.0,14,20220621,4.0,38.0
294000.0,51.569207,-0.004572,0.1,2.0,1.0,15,20220530,4.0,37.0
425000.0,51.41664,-0.07655,0.1,3.0,1.0,9,20201222,4.0,37.0
295000.0,51.462376,-0.13731,0.1,1.0,1.0,4,20220513,4.0,37.0
450000.0,51.60577,-0.47523,2.1,3.0,1.0,13,20220309,4.0,37.0
595000.0,51.52356,-0.00098,0.3,1.0,1.0,13,20220506,4.0,
300000.0,51.515296,-0.057797,0.3,1.0,1.0,9,20220518,4.0,37.0
600000.0,51.606519,-0.206865,0.2,2.0,2.0,10,20220620,4.0,37.0
290000.0,51.419223,-0.135504,0.1,1.0,1.0,7,20220622,4.0,37.0
400000.0,51.530281,-0.042921,0.5,1.0,1.0,16,20220701,4.0,24.0
450000.0,51.450704,-0.142592,0.3,1.0,1.0,6,20220509,4.0,37.0
525000.0,51.47032,-0.09244,0.2,2.0,1.0,13,20220204,4.0,
475000.0,51.510124,-0.385596,0.4,3.0,1.0,15,20220622,4.0,37.0
575000.0,51.476002,0.141346,0.9,4.0,1.0,21,20220629,4.0,37.0
230000.0,51.3979,-0.19882,0.1,1.0,1.0,8,20210721,4.0,38.0
212500.0,51.48785,-0.30866,0.1,1.0,,15,20220518,4.0,10.0
450000.0,51.467,-0.28522,0.1,2.0,1.0,10,20220714,4.0,
199999.0,51.44501,-0.01953,0.2,1.0,1.0,11,20220613,4.0,20.0
260000.0,51.55193,0.10671,0.9,2.0,1.0,13,20210520,1.0,37.0
425000.0,51.396077,-0.161717,0.3,2.0,,13,20220506,4.0,
440000.0,51.3386,-0.00761,0.5,3.0,1.0,15,20220617,4.0,37.0
300000.0,51.46497,-0.082012,0.2,,1.0,12,20220628,4.0,
270000.0,51.51738,0.02887,0.6,2.0,1.0,10,20220301,4.0,
475000.0,51.48635,0.00833,0.3,2.0,1.0,8,20220628,4.0,8.0
140000.0,51.397726,-0.185644,0.4,1.0,1.0,13,20210707,4.0,10.0
620000.0,51.61072,-0.20817,0.2,2.0,,6,20220216,4.0,1.0
499500.0,51.4919,-0.164767,0.4,,1.0,7,20220222,9.0,37.0
525000.0,51.628953,-0.043889,0.8,3.0,2.0,29,20220219,4.0,37.0
185000.0,51.45837,-0.22084,0.3,,1.0,14,20220126,4.0,37.0
499950.0,51.50685,-0.271947,0.4,2.0,2.0,12,20220517,4.0,24.0
450000.0,51.417527,-0.078069,0.2,2.0,1.0,9,20211130,4.0,37.0
385000.0,51.460121,-0.242572,0.5,2.0,1.0,6,20220425,4.0,37.0
550000.0,51.569004,-0.03306,0.2,3.0,1.0,16,20210412,4.0,37.0
480000.0,51.597988,0.028984,0.4,2.0,,5,20220628,1.0,25.0
550000.0,51.343812,-0.10923,0.5,3.0,1.0,21,20220404,4.0,37.0
278000.0,51.600861,-0.037087,0.8,1.0,1.0,14,20220611,4.0,37.0
460000.0,51.506685,-0.063761,0.4,2.0,1.0,8,20211015,4.0,37.0
325000.0,51.591235,-0.004899,0.4,1.0,1.0,12,20220118,4.0,37.0
285000.0,51.495243,-0.384701,0.8,3.0,2.0,9,20220511,4.0,14.0
280000.0,51.524381,0.02471,0.6,1.0,1.0,15,20210731,4.0,
425000.0,51.48857,0.1137,0.3,2.0,1.0,12,20220706,4.0,37.0
400000.0,51.4168,-0.158512,0.2,1.0,1.0,11,20220325,4.0,
585000.0,51.460417,-0.365702,0.2,3.0,1.0,12,20220531,4.0,37.0
575000.0,51.524124,-0.072103,0.2,1.0,1.0,13,20220309,4.0,37.0
528000.0,51.5338,0.05195,0.4,3.0,,6,20220610,4.0,
600000.0,51.60642,0.03861,0.1,3.0,1.0,17,20211123,4.0,37.0
319950.0,51.458637,-0.117268,0.3,1.0,,21,20211124,4.0,37.0
269999.0,51.43502,-0.38842,1.3,2.0,1.0,6,20220108,4.0,37.0
450000.0,51.373397,-0.183385,0.6,2.0,2.0,12,20220416,4.0,37.0
540000.0,51.593082,0.23162,0.1,3.0,2.0,13,20220514,4.0,38.0
450000.0,51.60963,0.21395,1.5,3.0,1.0,20,20220516,4.0,37.0
325000.0,51.505403,0.075116,0.3,1.0,1.0,9,20220216,4.0,
425000.0,51.491556,-0.081024,0.9,3.0,1.0,8,20220414,4.0,
410000.0,51.531143,-0.386741,1.5,2.0,1.0,8,20220303,4.0,37.0
450000.0,51.489604,-0.003536,0.3,2.0,1.0,18,20220426,4.0,37.0
535000.0,51.53885,-0.33515,0.3,3.0,1.0,12,20210721,4.0,37.0
530000.0,51.43885,-0.10411,0.1,2.0,1.0,13,20211016,4.0,
475000.0,51.38718,-0.066551,0.0,3.0,1.0,8,20220622,4.0,37.0
375000.0,51.571037,-0.029884,0.4,1.0,1.0,20,20220627,4.0,37.0
525000.0,51.44403,-0.10706,0.3,2.0,1.0,12,20220512,4.0,
500000.0,51.611995,0.117368,1.1,3.0,2.0,16,20220425,4.0,7.0
425000.0,51.432255,-0.352068,0.1,2.0,1.0,5,20220419,4.0,
550000.0,51.463969,-0.105578,0.2,2.0,1.0,8,20220321,4.0,
250000.0,51.545782,0.044006,0.2,1.0,1.0,14,20220202,4.0,
220000.0,51.49234,-0.0156,0.1,2.0,1.0,11,20211210,1.0,37.0
575000.0,51.5092,-0.25034,0.5,3.0,2.0,15,20220303,4.0,10.0
400000.0,51.491014,-0.070576,0.6,1.0,1.0,10,20220321,4.0,
300000.0,51.500881,0.038208,0.2,1.0,1.0,7,20220420,4.0,
300000.0,51.463996,-0.232901,0.4,1.0,1.0,8,20220620,5.0,37.0
280000.0,51.440246,-0.109507,0.2,2.0,1.0,6,20211216,4.0,37.0
600000.0,51.591317,-0.166612,0.3,2.0,1.0,14,20211224,4.0,37.0
450000.0,51.330458,-0.101422,0.1,3.0,2.0,8,20211202,4.0,1.0
385000.0,51.404205,-0.22963,0.4,2.0,1.0,10,20210728,4.0,
450000.0,51.370429,-0.129851,0.6,2.0,,14,20220615,4.0,37.0
399950.0,51.499997,-0.306609,0.1,2.0,1.0,5,20220531,4.0,37.0
465000.0,51.560788,-0.396662,0.3,3.0,1.0,12,20220328,4.0,38.0
550000.0,51.344455,-0.200151,0.1,3.0,1.0,17,20220512,4.0,37.0
515000.0,51.657215,-0.076284,0.4,3.0,1.0,7,20220429,4.0,37.0
375000.0,51.545404,0.002385,0.2,2.0,2.0,14,20220629,4.0,
380000.0,51.607578,0.10256,0.5,2.0,1.0,10,20220601,1.0,37.0
250000.0,51.45837,-0.22084,0.3,1.0,1.0,14,20220126,4.0,37.0
350000.0,51.49349,-0.06842,0.4,2.0,1.0,7,20220713,4.0,
615000.0,51.564498,-0.197288,0.5,2.0,2.0,10,20220606,4.0,12.0
250000.0,51.519748,-0.020383,0.2,1.0,1.0,11,20220430,4.0,37.0
399950.0,51.50089,-0.27184,0.1,1.0,1.0,12,20220516,4.0,7.0
375000.0,51.404783,-0.101737,0.4,2.0,1.0,15,20220402,4.0,37.0
440000.0,51.534609,0.1955,1.0,3.0,1.0,13,20220120,4.0,37.0
390000.0,51.442521,-0.158412,0.3,1.0,1.0,7,20220321,4.0,37.0
500000.0,51.444344,-0.068411,0.7,2.0,1.0,10,20220615,4.0,
400000.0,51.533326,0.031291,0.2,3.0,1.0,6,20210422,1.0,
300000.0,51.532447,-0.004173,0.4,1.0,,5,20220615,4.0,
599950.0,51.539175,-0.17479,0.2,2.0,2.0,10,20220523,4.0,37.0
270000.0,51.527872,0.027974,0.5,2.0,1.0,13,20220707,1.0,
450000.0,51.576901,0.127655,0.6,3.0,1.0,12,20220309,4.0,37.0
550000.0,51.500435,-0.080215,0.4,2.0,1.0,12,20220701,4.0,
305000.0,51.49768,-0.06104,0.1,1.0,,9,20220113,4.0,
500000.0,51.456748,-0.067602,0.6,2.0,1.0,11,20220314,4.0,
415000.0,51.508329,0.014747,0.1,1.0,1.0,10,20220426,4.0,
500000.0,51.511026,-0.025699,0.1,2.0,1.0,17,20220319,4.0,21.0
