Price,location.latitude,location.longitude,distance_to_any_train,bedrooms_model,bathrooms_model,analyticsProperty.imageCount,analyticsProperty.added,floorplan_count,property_age
450000.0,51.5869,0.15958,1.3,3.0,,16,20210818,4.0,37.0
425000.0,51.41125,-0.088258,0.8,3.0,1.0,15,20211208,4.0,37.0
449950.0,51.424293,-0.380251,0.7,3.0,2.0,13,20220603,4.0,
250000.0,51.35845,-0.18429,0.3,1.0,1.0,7,20220613,4.0,37.0
415000.0,51.60494,0.10223,0.4,2.0,1.0,10,20220208,4.0,37.0
525000.0,51.3246,-0.11762,0.6,3.0,1.0,12,20220621,8.0,37.0
325000.0,51.43641,-0.03213,0.6,1.0,1.0,13,20220201,4.0,
370000.0,51.50644,-0.25189,0.5,1.0,1.0,15,20220131,4.0,37.0
500000.0,51.584688,0.067531,0.6,3.0,1.0,10,20220323,4.0,38.0
565000.0,51.524195,-0.316229,0.7,2.0,1.0,10,20220324,4.0,38.0
600000.0,51.610001,0.17,2.5,2.0,2.0,15,20220621,4.0,38.0
525000.0,51.425842,-0.135328,0.2,2.0,1.0,8,20220523,4.0,
550000.0,51.601947,-0.014216,0.8,3.0,,28,20220411,4.0,38.0
180250.0,51.59045,-0.03746,0.3,2.0,2.0,14,20220403,4.0,10.0
375000.0,51.4247,-0.14138,0.4,2.0,1.0,10,20220211,4.0,37.0
569995.0,51.518959,-0.199838,0.1,1.0,1.0,9,20220126,4.0,37.0
375000.0,51.436665,-0.404365,0.8,2.0,1.0,10,20220328,4.0,37.0
300000.0,51.637248,-0.013763,1.0,2.0,1.0,9,20220505,4.0,24.0
375000.0,51.512506,-0.024053,0.2,2.0,1.0,15,20220617,4.0,37.0
350000.0,51.5111,0.030548,0.2,1.0,1.0,7,20220713,4.0,
450000.0,51.44424,-0.215719,0.4,2.0,,8,20220317,4.0,14.0
500000.0,51.408412,-0.216601,0.1,2.0,2.0,22,20220708,4.0,
106250.0,51.50614,0.07535,0.3,2.0,,4,20220531,4.0,
425000.0,51.479754,0.089494,0.7,2.0,1.0,12,20220514,4.0,37.0
500000.0,51.48597,0.00961,0.4,2.0,2.0,15,20220525,4.0,8.0
390000.0,51.476936,-0.329689,0.3,3.0,1.0,9,20210802,4.0,27.0
400000.0,51.404,-0.153455,0.3,3.0,,23,20211130,4.0,
425000.0,51.50999,-0.327806,0.4,2.0,1.0,10,20220323,4.0,37.0
385000.0,51.45189,-0.18892,0.6,2.0,1.0,12,20220420,4.0,37.0
535000.0,51.34314,-0.11323,0.4,3.0,2.0,21,20220328,4.0,10.0
600000.0,51.577308,0.092752,0.2,3.0,1.0,19,20220625,4.0,37.0
575000.0,51.450545,-0.126272,0.9,2.0,1.0,8,20220620,4.0,
450000.0,51.459183,-0.117753,0.3,2.0,1.0,15,20220617,4.0,37.0
350000.0,51.45836,-0.04342,0.4,2.0,1.0,8,20220517,4.0,
575000.0,51.405197,-0.086136,0.7,3.0,2.0,12,20220523,4.0,37.0
425000.0,51.52076,-0.1539,0.2,,1.0,14,20220307,4.0,37.0
600000.0,51.440304,-0.135504,0.4,3.0,1.0,11,20210624,4.0,
395000.0,51.49989,-0.270717,0.0,1.0,1.0,12,20220114,4.0,6.0
325000.0,51.39996,-0.30023,0.5,1.0,1.0,9,20220307,4.0,37.0
599950.0,51.430475,-0.325604,0.5,2.0,2.0,9,20220708,4.0,
500000.0,51.5014,-0.0959,0.1,1.0,1.0,13,20220507,4.0,
425000.0,51.522198,-0.167551,0.2,1.0,1.0,11,20220401,4.0,37.0
475000.0,51.49032,-0.156557,0.1,,1.0,6,20220607,4.0,37.0
200000.0,51.44367,-0.2399,1.4,,1.0,12,20210827,4.0,37.0
475000.0,51.342498,-0.04871,0.9,3.0,1.0,17,20220706,4.0,37.0
,51.49636,-0.42962,0.6,3.0,1.0,1,20211122,1.0,37.0
395000.0,51.487844,-0.018829,0.3,1.0,1.0,8,20220627,9.0,27.0
299950.0,51.42662,-0.074524,0.4,1.0,1.0,5,20211108,4.0,
240000.0,51.356169,-0.197167,0.4,1.0,1.0,12,20210601,4.0,37.0
475000.0,51.588845,0.217044,0.7,3.0,1.0,14,20220626,4.0,37.0
539950.0,51.43374,-0.1272,0.3,3.0,1.0,14,20220519,4.0,
265000.0,51.426666,-0.130868,0.1,1.0,1.0,8,20211215,4.0,37.0
590000.0,51.573738,0.01752,0.5,2.0,1.0,21,20220601,4.0,37.0
299950.0,51.516246,0.065689,0.2,2.0,1.0,10,20210906,4.0,
575000.0,51.343178,-0.066005,1.2,3.0,2.0,13,20220322,4.0,37.0
450000.0,51.390656,-0.189482,0.4,2.0,2.0,1,20211112,1.0,
150000.0,51.44063,-0.09699,0.3,1.0,1.0,7,20211006,4.0,37.0
485000.0,51.64701,-0.071607,0.4,4.0,2.0,14,20220516,4.0,37.0
425000.0,51.493043,-0.310479,0.4,2.0,1.0,9,20220328,4.0,37.0
350000.0,51.427769,0.001656,0.8,2.0,1.0,10,20220411,4.0,
500000.0,51.674551,-0.04074,0.3,3.0,1.0,32,20220323,4.0,37.0
550000.0,51.49574,-0.01589,0.1,1.0,1.0,10,20210818,4.0,5.0
475000.0,51.544028,0.000619,0.2,2.0,2.0,10,20220406,4.0,
460000.0,51.551076,-0.339694,0.4,2.0,1.0,12,20220615,6.0,37.0
390000.0,51.579845,-0.039565,0.3,2.0,1.0,19,20220329,4.0,37.0
300000.0,51.43842,-0.03938,0.6,2.0,1.0,7,20211104,4.0,37.0
275000.0,51.45509,-0.12373,0.6,1.0,1.0,12,20220225,4.0,37.0
600000.0,51.492666,-0.144069,0.2,1.0,1.0,8,20220203,4.0,37.0
400000.0,51.49953,0.028534,0.3,1.0,1.0,9,20220311,4.0,
465000.0,51.496711,-0.464053,1.0,3.0,2.0,12,20211209,4.0,1.0
429000.0,51.462198,0.026754,0.0,1.0,1.0,12,20211112,4.0,38.0
550000.0,51.412819,-0.140622,0.4,4.0,2.0,8,20220310,4.0,
400000.0,51.357458,-0.096186,0.4,2.0,1.0,15,20220622,4.0,37.0
375000.0,51.510613,-0.066433,0.3,1.0,1.0,23,20211011,4.0,37.0
425000.0,51.61355,0.02146,0.7,2.0,1.0,19,20220705,4.0,37.0
425000.0,51.504188,-0.0754,0.4,,1.0,6,20220530,4.0,
425000.0,51.47237,-0.02079,0.2,2.0,2.0,14,20220525,4.0,
350000.0,51.51118,-0.31857,0.2,1.0,1.0,8,20220523,9.0,37.0
400000.0,51.45903,-0.05145,0.6,2.0,1.0,16,20220109,4.0,
575000.0,51.41889,-0.29119,0.6,2.0,1.0,16,20220629,4.0,25.0
220000.0,51.445579,-0.02119,0.2,2.0,1.0,13,20220119,8.0,
550000.0,51.412784,-0.235019,0.3,3.0,1.0,9,20211025,4.0,
450000.0,51.513109,-0.028884,0.3,2.0,2.0,15,20220427,4.0,6.0
335000.0,51.493162,-0.024403,0.4,1.0,1.0,13,20220427,9.0,26.0
250000.0,51.480671,-0.046602,0.4,1.0,1.0,5,20220427,4.0,27.0
275000.0,51.406232,-0.295052,0.5,1.0,1.0,8,20220407,4.0,25.0
449500.0,51.52318,-0.30833,0.7,2.0,1.0,15,20220621,4.0,27.0
395000.0,51.457232,-0.166845,0.4,1.0,1.0,10,20220704,4.0,37.0
525000.0,51.507516,-0.326416,0.5,2.0,1.0,6,20220610,4.0,37.0
525000.0,51.4665,-0.05185,0.1,2.0,1.0,16,20220311,4.0,
579950.0,51.57993,-0.443597,0.8,3.0,2.0,9,20220607,4.0,
300000.0,51.48762,-0.11102,0.2,1.0,1.0,12,20220311,4.0,37.0
350000.0,51.4136,-0.305081,0.1,1.0,1.0,7,20220614,9.0,17.0
218000.0,51.446644,-0.41086,0.1,1.0,1.0,6,20220308,1.0,17.0
400000.0,51.624492,0.028162,0.8,2.0,1.0,22,20220310,8.0,37.0
560000.0,51.46443,-0.00846,0.2,3.0,2.0,14,20210828,4.0,
201500.0,51.574886,0.085706,0.2,2.0,1.0,30,20220426,8.0,18.0
525000.0,51.490438,0.003987,0.5,2.0,2.0,12,20220606,4.0,6.0
565000.0,51.49968,0.02837,0.3,2.0,2.0,11,20210910,4.0,
160000.0,51.51042,-0.03773,0.2,3.0,1.0,10,20220411,1.0,38.0
575000.0,51.4545,-0.09281,0.2,2.0,1.0,10,20220521,4.0,
385000.0,51.516622,-0.020467,0.3,1.0,1.0,16,20220124,4.0,38.0
600000.0,51.445444,-0.150267,0.2,2.0,2.0,6,20220404,4.0,20.0
500000.0,51.513618,-0.202158,0.4,1.0,,11,20220210,4.0,37.0
395000.0,51.50236,0.03959,0.3,1.0,1.0,6,20211030,4.0,
285000.0,51.444466,-0.411497,0.3,2.0,2.0,9,20220405,4.0,14.0
475000.0,51.514567,-0.034383,0.3,3.0,1.0,10,20220310,4.0,37.0
475000.0,51.473347,-0.176983,0.3,2.0,1.0,10,20211129,4.0,37.0
450000.0,51.382708,-0.072922,0.2,2.0,1.0,10,20220526,4.0,37.0
570000.0,51.412716,-0.287266,0.2,2.0,2.0,5,20220623,4.0,37.0
285000.0,51.4914,-0.3148,0.4,1.0,1.0,7,20211226,4.0,27.0
265000.0,51.564431,0.087067,0.4,2.0,1.0,11,20210307,4.0,17.0
385000.0,51.631454,0.006975,0.2,2.0,1.0,17,20220207,4.0,37.0
300000.0,51.46868,-0.12433,0.3,2.0,1.0,15,20220623,4.0,37.0
290000.0,51.46393,-0.22976,0.6,1.0,1.0,7,20200708,4.0,37.0
475000.0,51.534844,0.007671,0.3,3.0,1.0,20,20220520,1.0,
550000.0,51.555657,0.01055,0.6,3.0,1.0,15,20211129,4.0,37.0
570000.0,51.376862,-0.300747,0.9,3.0,1.0,11,20220426,4.0,37.0
395000.0,51.61436,0.1135,0.9,3.0,1.0,16,20220427,4.0,37.0
540000.0,51.514104,-0.12127,0.2,1.0,,13,20220322,4.0,37.0
500000.0,51.576019,-0.019948,0.4,2.0,1.0,18,20220617,4.0,37.0
450000.0,51.515475,-0.203254,0.3,1.0,1.0,6,20220218,4.0,37.0
475000.0,51.485493,0.081237,0.3,3.0,2.0,26,20220708,1.0,37.0
475000.0,51.325437,-0.13832,0.3,3.0,,22,20220705,4.0,37.0
275000.0,51.552334,0.062458,0.5,2.0,1.0,10,20220510,4.0,
450000.0,51.516214,0.009676,0.2,2.0,2.0,11,20220513,4.0,
400000.0,51.369038,-0.097604,0.3,2.0,,11,20220617,1.0,37.0
450000.0,51.610167,0.106592,0.7,3.0,2.0,15,20220628,4.0,37.0
400000.0,51.35654,-0.1022,0.6,3.0,1.0,13,20220308,4.0,37.0
550000.0,51.491705,-0.164035,0.3,,,6,20220210,4.0,37.0
335000.0,51.430281,-0.151709,0.5,1.0,,8,20220124,4.0,24.0
450000.0,51.364934,-0.180235,0.6,3.0,1.0,19,20220510,4.0,37.0
600000.0,51.48191,-0.12508,0.2,1.0,1.0,12,20220408,4.0,
350000.0,51.544536,0.043945,0.3,2.0,1.0,15,20220630,4.0,
420000.0,51.490362,-0.273156,0.1,1.0,1.0,8,20220315,1.0,37.0
550000.0,51.409923,-0.175714,0.5,3.0,1.0,12,20220601,4.0,
525000.0,51.503518,-0.033896,0.5,3.0,1.0,10,20220118,4.0,
575000.0,51.52393,-0.0155,0.2,2.0,2.0,24,20220621,4.0,37.0
550000.0,51.48856,-0.11948,0.3,4.0,2.0,16,20220601,4.0,
325000.0,51.554035,0.054876,0.4,2.0,1.0,19,20210202,4.0,
230000.0,51.35443,-0.14451,0.4,1.0,1.0,25,20220604,1.0,37.0
345000.0,51.5114,-0.012874,0.0,2.0,1.0,17,20220419,4.0,18.0
202500.0,51.457062,-0.218574,0.3,1.0,1.0,12,20220521,4.0,37.0
425000.0,51.414427,-0.306297,0.2,1.0,1.0,15,20220629,4.0,9.0
525000.0,51.549648,-0.443655,0.4,4.0,2.0,12,20210721,4.0,37.0
425000.0,51.461567,-0.080154,0.0,1.0,1.0,11,20220713,4.0,
550000.0,51.371958,-0.195618,0.2,3.0,1.0,25,20220517,4.0,37.0
500000.0,51.45234,-0.05462,0.4,2.0,1.0,15,20220315,4.0,
525000.0,51.590099,0.163051,1.4,3.0,1.0,15,20220421,4.0,37.0
425000.0,51.453851,-0.224484,0.6,3.0,1.0,11,20220601,4.0,37.0
350000.0,51.393653,-0.223793,0.7,2.0,1.0,11,20211224,4.0,
425000.0,51.390639,-0.069053,0.3,2.0,,11,20211222,4.0,37.0
425000.0,51.366581,-0.096443,0.3,2.0,2.0,14,20220304,4.0,1.0
